OverallQual,GrLivArea,GarageCars,TotalBsmtSF,1stFlrSF,YearBuilt,FullBath,Fireplaces,GrLivArea_OverallQual,SalePrice
7,1626,2,764,764,2003,2,0,11382,173000
6,918,1,918,918,1979,2,1,5508,99500
7,1428,2,1428,1428,2007,2,0,9996,182000
7,2019,2,728,1136,1910,1,0,14133,167500
7,1382,2,673,673,2000,2,0,9674,165000
4,869,0,440,869,1923,1,0,3476,85500
7,1241,2,1241,1241,2006,1,0,8687,199900
4,894,2,894,894,1954,1,0,3576,110000
5,1121,2,1121,1121,1963,1,0,5605,139000
7,999,2,944,999,1961,1,0,6993,178400
8,2612,3,1225,1276,1998,2,1,20896,336000
7,1266,2,1266,1266,2007,2,1,8862,159895
8,2290,2,1128,1149,2002,2,1,18320,255900
5,1734,2,0,1302,1977,2,0,8670,126000
5,1164,1,1164,1164,1950,1,0,5820,125000
6,1635,1,485,1001,1910,1,0,9810,117000
9,1940,3,1930,1940,2009,2,1,17460,395192
6,2030,2,848,1118,1976,2,1,12180,195000
7,1576,2,770,778,2006,2,0,11032,197000
8,2392,3,1396,1407,1997,2,1,19136,348000
8,1742,2,916,916,1882,1,1,13936,168000
6,1851,2,822,1020,1964,2,1,11106,187000
6,1500,2,750,750,2005,2,0,9000,173900
10,1718,3,1700,1718,2006,2,1,17180,337500
4,1230,1,747,774,1946,1,0,4920,121600
5,1050,1,1050,1050,1961,1,0,5250,136500
6,1442,2,1442,1442,1970,2,1,8652,185000
3,1077,1,1007,1077,1922,1,1,3231,91000
7,1208,2,1187,1208,2006,2,0,8456,206000
3,944,2,0,944,1952,1,0,2832,82000
5,691,1,691,691,1920,1,0,3455,86000
8,1574,3,1574,1574,2006,2,1,12592,232000
5,1680,2,1680,1680,1976,2,0,8400,136905
7,1504,2,1346,1504,2005,2,1,10528,181000
5,985,1,985,985,1977,2,0,4925,149900
6,1657,2,1657,1657,1970,2,1,9942,163500
4,1092,1,546,546,1970,1,0,4368,88000
7,1710,2,1710,1710,2004,2,1,11970,240000
5,1522,0,1008,1008,1926,2,0,7610,102000
5,1271,1,720,720,1948,2,1,6355,135000
5,1664,0,0,1664,1965,2,0,8320,100000
6,1502,1,602,900,1923,1,2,9012,165000
5,1022,1,1022,1022,1910,1,0,5110,85000
6,1082,1,1082,1082,1948,1,1,6492,119200
8,1665,2,810,810,2001,2,0,13320,227000
7,1504,2,1504,1504,1996,2,1,10528,203000
8,1360,2,1220,1360,1984,1,1,10880,187500
7,1472,2,384,802,1991,2,1,10304,160000
7,1506,2,1362,1506,2005,2,1,10542,213490
4,1132,2,1132,1132,2005,1,0,4528,176000
7,1220,2,1199,1220,2006,2,0,8540,194000
5,1248,1,912,912,1930,1,0,6240,87000
7,1504,2,1346,1504,2005,2,1,10528,191000
8,2898,2,1565,2898,1976,2,1,23184,287000
5,882,2,882,882,1972,1,0,4410,112500
5,1264,2,1268,1264,1960,1,2,6320,167500
8,1646,3,1638,1646,2007,2,1,13168,293077
5,1376,1,768,968,1941,1,1,6880,105000
6,1218,1,672,672,1972,1,0,7308,118000
5,1928,0,686,948,1916,2,0,9640,160000
7,3082,2,824,1687,1920,2,2,21574,197000
8,2520,3,1338,1352,1993,2,1,20160,310000
7,1654,3,1654,1654,2002,2,0,11578,230000
5,954,1,920,954,1938,1,1,4770,119750
4,845,1,0,845,1957,1,0,3380,84000
9,1620,3,1620,1620,2007,2,1,14580,315500
8,2263,2,1055,1055,2001,2,1,18104,287000
4,1344,0,546,798,1970,1,1,5376,97000
4,630,1,630,630,1970,1,0,2520,80000
5,1803,2,1134,1803,1957,2,1,9015,155000
6,1632,2,800,800,1966,1,0,9792,173000
6,1306,2,1306,1306,2005,2,1,7836,196000
7,2329,2,1475,1532,1990,2,1,16303,262280
8,2524,2,2524,2524,1981,2,1,20192,278000
3,1733,2,0,1733,1955,2,1,5199,139600
9,2868,3,1992,1992,2005,3,1,25812,556581
5,990,2,990,990,1994,1,0,4950,145000
5,1771,2,0,1771,1960,1,1,8855,115000
4,930,1,0,930,1946,1,0,3720,84900
7,1302,2,1302,1302,2007,2,0,9114,176485
7,1316,2,1316,1316,2007,2,1,9212,200141
6,1977,2,816,1127,1964,1,1,11862,165000
5,1526,1,1216,1526,1957,1,1,7630,144500
8,1989,2,1065,1091,2002,2,1,15912,255000
6,1523,2,1193,1523,1976,2,1,9138,180000
7,1364,2,1364,1364,2005,2,1,9548,185850
7,1850,2,973,979,1994,2,1,12950,248000
9,2184,3,1104,1130,2008,2,1,19656,335000
6,1991,2,854,1096,1932,1,1,11946,220000
8,1338,2,1338,1338,2001,2,0,10704,213500
3,894,3,894,894,1935,1,0,2682,81000
5,2337,2,662,1422,1900,2,0,11685,90000
6,1103,2,1103,1103,1925,1,1,6618,110500
5,1154,2,1154,1154,1966,1,1,5770,154000
7,2260,2,1306,1306,1996,2,0,15820,328000
6,1571,2,799,799,1993,2,1,9426,178000
6,1611,2,780,798,1964,1,0,9666,167900
6,2521,2,942,1291,1973,2,1,15126,151400
5,893,2,845,893,1949,1,0,4465,135000
5,1048,1,1048,1048,1956,1,0,5240,135000
6,1556,2,727,829,1968,1,0,9336,154000
5,1456,1,810,1002,1948,1,1,7280,91500
6,1426,2,690,698,1977,1,0,8556,159500
7,1240,3,1240,1240,2006,2,0,8680,194000
7,1740,1,800,960,1940,1,2,12180,219500
5,1466,2,796,1096,1936,2,1,7330,170000
5,1096,1,1096,1096,1969,1,0,5480,138800
6,848,2,848,848,2004,1,1,5088,155900
5,990,1,990,990,1994,1,0,4950,126000
6,1258,2,1258,1258,1971,2,0,7548,145000
5,1040,1,1040,1040,1963,1,0,5200,133000
7,1459,2,1459,1459,2002,2,1,10213,192000
6,1251,1,1251,1251,1964,1,2,7506,160000
6,1498,2,691,691,1995,2,1,8988,187500
6,996,2,936,996,1992,1,0,5976,147000
4,1092,1,546,546,1973,1,0,4368,83500
8,1953,3,1082,1082,2005,2,1,15624,252000
7,1709,2,970,970,2004,2,0,11963,137500
8,1247,2,1247,1247,2005,1,1,9976,197000
3,1040,2,0,1040,1950,2,0,3120,92900
7,1252,2,600,624,1999,2,0,8764,160000
6,1694,2,1181,1390,1925,2,1,10164,136500
5,1200,2,864,1200,1965,1,0,6000,146000
5,936,1,936,936,1956,1,0,4680,129000
6,1314,2,1314,1314,2006,2,1,7884,176432
6,1355,0,684,773,1914,1,0,8130,127000
8,1088,2,1074,1088,1986,1,0,8704,170000
4,1324,1,672,757,1936,1,0,5296,128000
7,1601,2,1271,1601,1978,2,1,11207,157000
2,438,1,290,438,1920,1,0,876,60000
5,950,1,950,950,1971,1,0,4750,119500
5,1134,1,1010,1134,1960,1,0,5670,135000
6,1194,2,655,1194,1959,1,1,7164,159500
5,1302,2,630,630,1970,2,0,6510,106000
8,2622,2,1463,1500,1994,2,2,20976,325000
7,1442,2,910,1442,1990,2,1,10094,179900
7,2021,2,868,887,2006,2,1,14147,274725
6,1690,2,924,948,2000,2,1,10140,181000
8,1836,3,1836,1836,2004,2,1,14688,280000
6,1658,2,773,773,1995,2,1,9948,188000
7,1964,2,803,1098,1976,2,1,13748,205000
5,816,1,816,816,1957,1,0,4080,129900
5,1008,1,1008,1008,1953,1,0,5040,134500
5,833,1,833,833,1954,1,0,4165,117000
8,1734,3,1734,1734,2007,2,1,13872,318000
8,1419,2,408,779,2002,2,1,11352,184100
5,894,2,894,894,1967,1,0,4470,130000
5,1601,1,533,1021,1958,1,0,8005,140000
5,1040,1,1040,1040,1959,1,0,5200,133700
6,1012,1,1012,1012,1920,1,1,6072,118400
7,1552,3,1552,1552,2005,2,0,10864,212900
4,960,1,672,960,1956,1,0,3840,112000
5,698,0,698,698,1947,1,0,3490,118000
7,1482,2,384,812,1992,2,1,10374,163900
4,1005,2,1005,1005,1955,1,1,4020,115000
7,1555,3,1373,1555,2007,2,1,10885,174000
7,1530,3,1530,1530,2004,2,1,10710,259000
7,1959,2,847,847,2004,2,1,13713,215000
5,936,2,936,936,1980,1,0,4680,140000
4,1981,2,1122,1328,1928,2,2,7924,135000
5,974,0,974,974,1991,1,0,4870,93500
6,2210,1,1008,1178,1880,2,0,13260,117500
8,2020,2,1128,1142,1995,2,1,16160,239500
6,1600,2,916,916,1997,2,1,9600,169000
6,986,1,960,986,1926,1,1,5916,102000
6,1252,1,1032,1032,1950,1,0,7512,119000
5,1020,0,780,780,1875,1,0,5100,94000
6,1567,2,1567,1567,1977,2,2,9402,196000
5,1167,2,915,1167,1920,1,1,5835,144000
5,952,2,952,952,1951,1,0,4760,139000
5,1868,2,780,1088,1976,2,1,9340,197500
8,2828,3,1466,1466,2006,3,1,22624,424870
5,1006,0,1006,1006,1959,1,0,5030,80000
4,924,1,672,672,1941,1,0,3696,80000
5,1576,1,1042,1042,1928,1,1,7880,149000
6,1298,2,1298,1298,1985,2,1,7788,180000
7,1564,1,704,860,1941,1,1,10948,174500
7,1111,1,572,572,1926,1,1,7777,116900
7,1482,2,650,832,1920,1,0,10374,143000
6,932,1,932,932,1950,1,1,5592,124000
5,1466,2,1466,1466,1959,1,2,7330,149900
6,1811,2,1073,1811,1956,1,1,10866,230000
6,816,1,816,816,1930,1,0,4896,120500
7,1820,2,864,902,1965,1,2,12740,201800
5,1437,2,1437,1437,1976,2,1,7185,218000
5,1265,2,1219,1265,1965,2,1,6325,179900
7,1314,2,1314,1314,2007,2,1,9198,230000
8,1580,3,1580,1580,2007,2,0,12640,235128
6,1876,2,901,943,1974,2,1,11256,185000
6,1456,2,855,855,1978,2,1,8736,146000
6,1640,2,1296,1640,1954,1,1,9840,224000
5,894,2,894,894,1968,1,1,4470,129000
4,1258,2,1198,1258,1969,0,0,5032,108959
5,1432,2,1360,1432,1978,1,1,7160,194000
7,1502,2,1502,1502,2009,2,0,10514,233170
8,1694,3,1694,1694,2008,2,0,13552,245350
6,1671,2,959,959,2000,2,1,10026,173000
6,2108,2,1127,1236,1935,2,2,12648,235000
10,3627,3,1930,1831,1995,3,1,36270,625000
6,1118,1,1096,1118,1977,1,1,6708,171000
6,1261,2,1261,1261,1958,1,1,7566,163000
7,1250,2,625,625,2006,2,0,8750,171900
5,3086,0,1598,1636,1946,3,1,15430,200500
6,2345,2,952,1170,1932,2,1,14070,239000
8,2872,2,1683,2129,1992,2,1,22976,285000
5,923,1,876,923,1984,1,0,4615,119500
6,1224,1,818,818,1926,1,0,7344,115000
5,1343,1,731,820,1921,1,1,6715,154900
5,1124,0,0,1124,1954,1,1,5620,93000
7,2514,2,1216,1298,1990,2,0,17598,250000
8,1652,2,1600,1652,2008,2,1,13216,392500
10,4476,3,2396,2411,1996,3,2,44760,745000
5,1130,2,1120,1130,1920,1,1,5650,120000
5,1572,3,1572,1572,1963,1,2,7860,186700
5,1221,1,784,949,1924,1,0,6105,104900
3,1699,2,978,1014,1900,2,0,5097,95000
8,1624,3,1624,1624,1994,2,1,12992,262000
7,1660,2,831,831,2002,2,0,11620,195000
7,1804,2,994,1028,1999,2,1,12628,189000
4,1622,4,1249,1622,1961,1,1,6488,168000
8,1441,2,776,764,1999,2,0,11528,174000
5,1472,1,702,842,1925,1,0,7360,125000
6,1224,2,1224,1224,1999,2,0,7344,165000
6,1352,1,663,663,1969,1,0,8112,158000
6,1456,2,728,728,2005,2,0,8736,176000
7,1863,3,879,879,2006,2,1,13041,219210
7,1690,1,815,815,1916,1,1,11830,144000
7,1212,2,1212,1212,2001,2,0,8484,178000
4,1382,2,1051,1382,1963,1,1,5528,148000
4,864,1,864,864,1970,1,0,3456,116050
7,1779,2,866,866,1998,2,0,12453,197900
5,1348,1,884,884,1925,1,1,6740,117000
7,1630,2,1630,1630,2000,2,1,11410,213000
5,1074,2,1056,1074,1975,1,0,5370,153500
7,2196,3,2158,2196,1990,2,1,15372,271900
4,1056,1,1056,1056,1966,1,0,4224,107000
6,1700,2,1682,1700,2003,2,0,10200,200000
5,1283,2,931,1283,1962,1,0,6415,140000
8,1660,2,1660,1660,2006,2,1,13280,290000
6,1845,2,1055,1055,1992,2,1,11070,189000
8,1752,2,559,1080,1988,2,0,14016,164000
4,672,1,672,672,1941,1,0,2688,113000
4,960,1,648,960,1965,0,0,3840,145000
5,999,1,925,999,1962,1,0,4995,134500
5,894,1,894,894,1966,1,0,4470,125000
6,1902,2,0,1318,1978,2,0,11412,112000
8,1314,2,1300,1314,2009,2,0,10512,229456
4,912,0,0,672,1947,1,0,3648,80500
6,1218,0,672,672,1971,1,0,7308,91500
5,912,1,912,912,1964,1,0,4560,115000
5,1211,1,952,1211,1968,1,1,6055,134000
6,1846,1,1040,1168,1949,2,1,11076,143000
5,2136,2,2136,2136,1951,2,0,10680,137900
7,1490,2,788,788,2004,2,1,10430,184000
6,1138,1,588,1138,1958,1,0,6828,145000
6,1933,3,894,894,2007,2,1,11598,214000
5,912,2,912,912,1965,1,0,4560,147000
9,1702,3,1702,1702,2008,1,1,15318,367294
5,1507,1,1075,1507,1960,2,0,7535,127000
5,2620,2,1361,1361,1977,2,1,13100,190000
5,1190,2,1106,1190,1962,1,0,5950,132500
4,1224,2,0,1224,1962,2,0,4896,101800
5,1188,2,1188,1188,1959,1,0,5940,142000
5,1964,0,940,1024,1911,1,0,9820,130000
5,1784,1,747,892,1914,1,0,8920,138887
7,1626,2,764,764,2003,2,0,11382,175500
7,1948,2,847,847,2004,2,1,13636,195000
6,1141,2,1141,1141,2005,1,0,6846,142500
8,1484,2,1476,1484,2006,2,1,11872,265900
7,1768,2,884,884,2003,2,0,12376,224900
7,1689,3,1689,1689,2007,2,0,11823,248328
7,1173,2,1053,1173,1974,2,2,8211,170000
10,2076,3,2076,2076,2006,2,1,20760,465000
8,1517,2,792,792,1929,1,2,12136,230000
6,1868,2,585,1140,1984,3,1,11208,178000
7,1553,2,756,756,2005,2,0,10871,186500
6,1034,3,1012,1034,1976,1,0,6204,169900
6,2058,2,735,1134,1917,1,1,12348,129500
5,988,1,876,988,1950,1,0,4940,119000
7,2110,2,2110,2110,1968,2,2,14770,244000
7,1405,2,1405,1405,2003,2,1,9835,171750
5,874,1,864,874,1968,1,0,4370,130000
7,2167,2,1192,1516,1974,2,2,15169,294000
7,1656,2,746,760,2003,2,1,11592,165400
6,1367,1,884,959,1931,1,1,8202,127500
8,1987,2,1986,1987,1994,2,1,15896,301500
5,864,0,864,864,1922,1,0,4320,99900
7,1166,2,856,1166,2005,2,0,8162,190000
6,1054,2,1054,1054,1969,1,0,6324,151000
6,1675,2,841,892,1999,2,1,10050,181000
5,1050,1,1050,1050,1956,1,0,5250,128900
4,1788,1,1104,1104,1957,1,2,7152,161500
6,1824,2,764,1060,1919,1,1,10944,180500
6,1337,2,1405,1337,1998,2,0,8022,181000
7,1452,2,691,713,1999,2,0,10164,183900
7,1889,1,925,964,1910,1,1,13223,122000
9,2018,3,2002,2018,2008,2,1,18162,378500
8,3447,3,728,1968,1935,3,2,27576,381000
5,1524,1,874,874,1958,1,0,7620,144000
7,1524,2,1332,1332,1979,0,1,10668,260000
6,1489,2,1489,1489,1968,2,1,8934,185750
5,935,1,935,935,1965,1,0,4675,137000
6,1357,1,1019,1357,1959,1,1,8142,177000
5,1250,2,661,661,1910,2,1,6250,139000
5,1920,2,928,928,1948,2,0,9600,137000
6,1395,2,723,735,1972,1,1,8370,162000
6,1724,2,1680,1724,1967,1,1,10344,197900
8,2031,2,1128,1128,2002,2,1,16248,237000
4,1128,2,698,698,1920,1,0,4512,68400
7,1573,2,1573,1573,2002,2,0,11011,227000
7,1339,2,1309,1339,1990,2,1,9373,180000
5,1040,2,1040,1040,1977,2,0,5200,150500
6,1824,0,912,912,1971,2,0,10944,139000
6,2447,1,804,1699,1919,2,1,14682,169000
6,1412,1,780,825,1939,1,1,8472,132500
6,1328,2,1328,1328,1963,1,2,7968,143000
5,1582,2,1624,1582,1964,2,0,7910,190000
8,1659,2,1501,1659,2000,2,1,13272,278000
8,1970,3,1085,1120,2006,2,1,15760,281000
5,1152,2,1152,1152,1964,1,1,5760,180500
5,1302,1,630,630,1972,2,0,6510,119500
5,2372,1,994,1378,1892,2,0,11860,107500
7,1664,2,832,832,1976,2,1,11648,162900
5,864,2,864,864,1955,1,0,4320,115000
5,1052,1,1052,1052,1968,1,0,5260,138500
5,1128,2,1120,1128,1963,2,0,5640,155000
6,1072,2,547,1072,2005,2,0,6432,140000
10,5642,2,6110,4692,2008,2,3,56420,160000
5,1246,1,1246,1246,1959,1,0,6230,154000
7,1983,2,978,1005,1999,2,1,13881,225000
6,1494,1,771,753,1942,1,2,8964,177500
8,2526,3,1165,1203,1994,2,1,20208,290000
7,1616,3,1616,1616,2005,2,0,11312,232000
7,1708,2,976,976,2004,2,0,11956,130000
9,1652,2,1652,1652,2006,2,2,14868,325000
7,1368,2,1368,1368,2005,2,1,9576,202500
5,990,2,990,990,1994,1,0,4950,138000
5,1122,2,924,1122,1948,1,0,5610,147000
6,1294,2,1278,1294,1991,2,0,7764,179200
7,1902,2,1902,1902,1959,2,2,13314,335000
7,1274,2,1274,1274,2005,2,0,8918,203000
8,2810,2,1453,1453,1990,2,1,22480,302000
9,2599,3,1393,1422,1999,2,1,23391,333168
4,948,1,948,948,1954,1,1,3792,119000
6,2112,2,952,1092,1969,2,2,12672,206900
8,1630,3,1622,1630,2008,2,1,13040,295493
7,1352,2,1352,1352,2006,2,1,9464,208900
8,1787,3,1753,1787,2001,2,1,14296,275000
4,948,1,864,948,1954,1,0,3792,111000
6,1478,2,1478,1478,1957,1,2,8868,156500
3,720,1,0,720,1949,1,0,2160,72500
7,1923,2,750,1061,1992,2,1,13461,190000
4,708,0,420,708,1940,1,0,2832,82500
8,1795,3,1795,1795,2006,2,1,14360,147000
4,796,0,796,796,1922,1,0,3184,55000
3,774,0,544,774,1931,1,0,2322,79000
5,816,1,816,816,1982,1,1,4080,130500
6,2792,2,1510,1584,1920,2,2,16752,256000
7,1632,2,935,955,1998,2,1,11424,176500
8,1588,3,1588,1588,2006,2,1,12704,227000
5,954,2,911,954,1976,1,0,4770,132500
4,816,1,816,816,1938,1,1,3264,100000
5,1360,1,803,803,1938,1,0,6800,125500
5,1365,2,765,765,1970,1,0,6825,125000
6,1334,2,1350,1334,1977,2,1,8004,167900
5,1656,2,1656,1656,1973,2,0,8280,135000
4,693,0,693,693,1941,1,0,2772,52500
7,1861,2,916,920,2002,2,0,13027,200000
5,864,1,864,864,1972,1,0,4320,128500
4,872,4,858,872,1971,1,0,3488,123000
6,1114,2,1114,1114,2003,1,0,6684,155000
8,2169,2,1284,1284,2002,2,1,17352,228500
6,1913,2,896,1172,1928,1,1,11478,177000
7,1456,2,728,728,2006,2,1,10192,155835
4,960,1,960,960,1920,1,0,3840,108500
7,2156,2,1568,2156,1968,2,1,15092,262500
8,1776,3,1732,1776,2006,2,1,14208,283463
7,1494,2,1482,1494,1998,2,1,10458,215000
8,2358,0,684,938,1872,2,0,18864,122000
5,2634,4,1248,1338,1969,2,0,13170,200000
6,1716,2,858,858,1962,1,1,10296,171000
6,1176,2,698,786,1937,1,0,7056,134900
8,3238,3,2033,2053,1995,2,1,25904,410000
7,1865,3,992,992,2000,2,1,13055,235000
7,1920,2,570,1222,1968,3,1,13440,170000
5,892,1,864,892,1966,1,0,4460,110000
5,1078,2,1078,1078,1971,1,1,5390,149900
6,1573,2,756,769,2000,2,0,9438,177500
9,1980,3,1980,1980,2004,2,1,17820,315000
5,2601,2,612,990,1921,3,0,13005,189000
7,1530,2,1530,1530,2005,2,1,10710,260000
4,1738,1,715,1281,1920,2,1,6952,104900
6,1412,2,616,616,2006,2,1,8472,156932
7,1200,2,600,520,2005,2,0,8400,144152
7,1674,2,814,814,2000,2,0,11718,216000
7,1790,2,873,882,1999,2,0,12530,193000
5,1475,1,757,925,1977,2,1,7375,127000
6,848,2,848,848,2003,1,0,5088,144000
8,1668,2,1657,1668,2003,2,1,13344,232000
4,1374,1,840,840,1920,1,0,5496,105000
6,1661,1,992,1661,1955,1,1,9966,165500
7,2097,2,1108,1108,1998,2,1,14679,274300
10,2633,3,2633,2633,2001,2,2,26330,466500
7,1958,3,1026,1026,2005,2,1,13706,250000
8,1571,3,1571,1571,2007,2,1,12568,239000
6,790,1,768,790,1930,1,0,4740,91000
5,1604,2,984,984,1941,2,0,8020,117000
6,987,1,483,483,1973,1,0,5922,83000
5,1394,2,384,754,2006,2,0,6970,167500
3,864,1,864,864,1914,1,0,2592,58500
6,2117,2,1205,2117,1970,2,2,12702,237500
7,1762,2,596,998,1920,1,0,12334,157000
5,1416,2,816,1416,1918,2,0,7080,112000
6,1258,1,560,698,1939,1,0,7548,105000
4,1154,1,796,796,1922,1,0,4616,125500
7,2784,2,1392,1392,1978,3,2,19488,250000
6,2526,1,714,1664,1916,2,1,15156,136000
9,1746,3,1746,1746,2006,2,2,15714,377500
6,1218,2,735,869,1941,1,1,7308,131000
7,1525,2,1525,1525,2000,2,0,10675,235000
5,1584,3,1584,1584,1967,2,0,7920,124000
5,900,1,864,900,1967,1,1,4500,123000
6,1912,2,482,1221,1905,2,1,11472,163000
7,1500,3,1356,1500,2006,2,1,10500,246578
8,2482,3,1094,1133,2005,2,1,19856,281213
5,1687,2,747,1687,1948,1,2,8435,160000
5,1513,1,939,939,1920,1,0,7565,137500
5,1904,1,1208,1136,1950,1,0,9520,138000
6,1608,1,976,1160,1925,2,1,9648,137450
6,1158,1,862,950,1929,1,1,6948,120000
6,1593,2,839,864,2004,2,1,9558,193000
7,1294,2,1286,1294,2006,2,1,9058,193879
8,1464,3,1485,1464,2007,2,0,11712,282922
3,1214,3,672,694,1915,1,0,3642,105000
8,1646,2,1594,1646,2004,2,1,13168,275000
5,768,2,768,768,1972,1,0,3840,133000
5,833,0,833,833,1985,1,0,4165,112000
4,1363,2,622,741,1910,1,0,5452,125500
7,2093,2,791,1236,1986,2,1,14651,215000
7,1840,2,944,944,2001,2,0,12880,230000
6,1668,1,856,1112,1950,1,0,10008,140000
4,1040,2,0,1040,1949,2,0,4160,90000
8,1844,2,1844,1844,2005,2,1,14752,257000
6,1848,2,833,1053,1923,1,1,11088,207000
7,1569,3,1386,1569,2007,2,1,10983,175900
4,2290,2,777,1246,1885,2,0,9160,122500
8,2450,3,1284,1310,1998,2,1,19600,340000
5,1144,1,1144,1144,1963,1,0,5720,124000
6,1844,2,1844,1844,1969,2,1,11064,223000
6,1416,2,708,708,1968,2,1,8496,179900
6,1069,2,1069,1069,1977,2,1,6414,127500
6,848,2,848,848,2003,1,0,5088,136500
6,2201,2,697,1575,1966,2,1,13206,274970
5,1344,1,1024,1344,1958,1,1,6720,144000
6,1252,2,1252,1252,1959,1,0,7512,142000
7,2127,2,1223,1223,1994,2,2,14889,271000
5,1558,1,913,1048,1945,1,1,7790,140000
5,804,1,788,804,1940,1,2,4020,119000
6,1440,2,1440,1440,1981,2,1,8640,182900
5,1838,2,732,734,2005,2,1,9190,192140
6,958,2,958,958,1976,2,0,5748,143750
4,968,1,656,968,1927,2,0,3872,64500
6,1792,2,936,962,2000,2,1,10752,186500
5,1126,2,1126,1126,1977,2,1,5630,160000
6,1537,2,1319,1537,1962,1,1,9222,174000
4,864,2,864,864,1971,1,0,3456,120500
8,1932,3,1932,1932,2008,2,1,15456,394617
6,1236,2,912,1236,1957,1,0,7416,149700
7,1725,2,539,1040,1979,2,1,12075,197000
6,2555,2,588,1423,1922,2,1,15330,191000
6,848,2,848,848,2004,1,1,5088,149300
10,2007,3,1017,1026,2008,2,1,20070,310000
6,952,1,952,952,1916,1,1,5712,121000
7,1422,2,1422,1422,2004,2,0,9954,179600
6,913,1,814,913,1966,1,0,5478,129000
5,1188,1,1188,1188,1962,1,0,5940,157900
8,2090,2,1220,1220,1995,2,1,16720,240000
4,1346,1,560,796,1910,1,0,5384,112000
5,630,0,630,630,1970,1,0,3150,92000
5,1792,0,896,896,1974,2,0,8960,136000
8,1578,3,1573,1578,2008,2,1,12624,287090
5,1072,2,547,1072,2005,1,0,5360,145000
5,1140,0,1140,1140,2006,1,0,5700,84500
7,1221,2,1221,1221,2004,2,0,8547,185000
6,1647,2,953,953,1999,2,1,9882,175000
6,2073,2,1542,2073,1978,2,2,12438,210000
7,2340,1,1152,1188,1941,2,2,16380,266500
5,1078,1,1078,1078,1950,1,0,5390,142125
5,1256,1,1256,1256,1965,1,0,6280,147500
